Date,New Cases Reported,Total Active Cases,Recovered Cases,Deaths,Hospitalized Cases,ICU Cases,Tested Cases,Positivity Rate (%),Cases (1-day lag),Cases (7-day lag),Cases (14-day lag),Moving Avg (7 days),Moving Avg (14 days),Growth Rate (%),Day of the Week,Month,Holiday/Event Indicator,Temperature (°C),Humidity (%),Rainfall (mm),Air Quality Index (AQI),Mobility Index
2024-04-28,572,4105,493,7,88,8,2860,20.0,556.7231995892879,548.2443118401976,639.0843453359607,552.4837557147428,593.6643285880791,2.7440567272896605,6,4,0,32.771162025406916,47.94774490490123,0.0,98,0.8509073831804921
2024-04-29,563,4351,444,5,89,11,3378,16.666666666666664,592.2021713241147,563.100283616243,577.3104460301556,577.6512274701788,570.2053648231993,-4.93111520662295,0,4,0,44.029571193319825,63.886694454902965,0.0,205,0.6890905859468576
2024-04-30,361,2852,291,7,63,16,2166,16.666666666666664,376.5584434925677,364.0662087308823,430.8304145157748,370.312326111725,397.44831162332855,-4.131747345316069,1,4,0,33.61724183076067,65.8685715936049,0.0,166,0.7184442798662881
2024-05-01,335,3179,250,9,35,10,2345,14.285714285714285,308.2951955060975,333.10681573096764,286.1120901118221,320.7010056185326,309.6094529213949,8.66208908966741,2,5,0,30.697458039238455,42.29159859705146,0.0,288,0.7401870730035999
2024-05-02,745,4058,628,13,147,38,5215,14.285714285714285,688.8601754716527,852.1059063976155,879.0021496545377,770.4830409346341,865.5540280260766,8.149669051474653,3,5,0,28.69170259074066,41.8111315688124,0.0,290,0.6388547142003602
2024-05-03,597,4678,448,17,88,22,2985,20.0,581.8970561547835,603.3280075639229,458.1274161680987,592.6125318593532,530.7277118660108,2.5954666182739947,4,5,0,25.051680296899647,55.5194082317319,0.0,70,0.6894402064432876
2024-05-04,471,2854,387,8,86,24,2355,20.0,446.2132066553963,523.8510070719435,407.36018564590324,485.0321068636699,465.6055963589234,5.554921498266229,5,5,0,41.45228637027357,46.94953014595051,0.0,251,0.865964252943457
2024-05-05,540,4885,460,7,76,9,2700,20.0,565.5823644539718,618.3641687493374,448.2236952294113,591.9732666016546,533.2939319893744,-4.52318991216596,6,5,0,26.914291110403234,30.945543441853456,0.0,192,0.8309450696996886
2024-05-06,429,3513,322,9,45,5,3003,14.285714285714285,437.32662546965037,459.1743576569937,414.25534724905026,448.25049156332204,436.714852453022,-1.9039831980749635,0,5,0,33.91581829154458,58.980674055944725,0.0,252,0.6822408134423709
2024-05-07,435,4330,315,5,75,16,3915,11.11111111111111,398.40948510204186,362.90453542977895,537.8838182873349,380.6570102659104,450.3941768585569,9.184147533180962,1,5,0,28.83734649437486,42.93486248462083,0.0,172,0.7326725068029363
2024-05-08,616,4442,533,14,65,14,3696,16.666666666666664,638.1922539119453,549.6763122075486,600.0549551477842,593.9342830597469,574.8656336776664,-3.4773618413436984,2,5,0,28.806497256381355,32.09355503146033,0.0,221,0.623644482414492
2024-05-09,344,2858,279,8,50,5,2752,12.5,315.70719671461444,407.5252052673823,371.85575340998923,361.6162009909984,389.6904793386858,8.961722627742637,3,5,0,40.09675639881696,36.8191175269567,0.0,155,0.6802995221129753
2024-05-10,488,4285,375,11,87,24,4392,11.11111111111111,450.8953105969223,580.5569355081886,347.4637170150814,515.7261230525555,464.010326261635,8.22911406063556,4,5,0,39.74360450014486,60.743992191540336,0.0,114,0.7586257075926113
2024-05-11,409,3766,328,9,44,11,2045,20.0,417.874188555571,410.118767445831,325.39320665989777,413.996478000701,367.7559870528644,-2.123650801751027,5,5,0,26.262180661583002,34.70596113894234,0.0,200,0.7441017574273295
2024-05-12,421,2289,373,8,54,9,2526,16.666666666666664,429.47004286896396,423.6404156240902,526.9384124339618,426.5552292465271,475.28941402902603,-1.9722080758839473,6,5,0,34.9392696581166,69.6863205929325,0.0,150,0.7371923015114835
2024-05-13,366,2545,292,6,56,12,2196,16.666666666666664,392.9417497158654,410.7874785772197,429.69068381303066,401.8646141465425,420.2390811951252,-6.856423308377608,0,5,0,31.093582781960816,33.23677132205009,0.0,198,0.7901637319832864
2024-05-14,571,4497,454,9,91,11,5139,11.11111111111111,550.1620913475234,674.4189553041356,682.4137829165736,612.2905233258296,678.4163691103546,3.7875944162997244,1,5,0,38.32613771670079,34.87047644501099,0.0,198,0.6419795259172462
2024-05-15,512,2626,372,14,79,23,4096,12.5,492.7299720279306,513.257853509682,493.41799074803,502.99391276880635,503.337922128856,3.910869860982814,2,5,0,27.11329368523488,55.63305258760825,0.0,142,0.6521837159300337
2024-05-16,504,3439,391,10,60,8,3528,14.285714285714285,529.6287572698614,528.0907466837697,442.72016658682,528.8597519768155,485.40545663529485,-4.839004098261747,3,5,0,33.60674355017842,36.82659034199994,0.0,198,0.7939231877808677
2024-05-17,476,2668,362,5,80,8,3808,12.5,488.67965239648186,424.38153276279525,399.64356581350165,456.53059257963855,412.0125492881484,-2.5946757419305104,4,5,0,29.416052595712785,36.950103826491784,0.0,213,0.7469417140530051
2024-05-18,244,1379,214,4,29,5,1952,12.5,243.1037805109013,212.4641853660402,227.46833051313635,227.78398293847073,219.96625793958827,0.3686571583606137,5,5,0,44.27644550964702,39.943210308597685,0.0,111,0.8399193066047057
2024-05-19,593,4392,417,9,104,13,5337,11.11111111111111,559.2229420212444,477.27504774553154,500.91947861391685,518.2489948833879,489.0972631797242,6.039998619633244,6,5,0,44.517475098201075,62.06148447531958,0.0,222,0.8705852767709162
2024-05-20,487,3082,403,9,61,7,3896,12.5,522.5179221944767,437.0295082452681,531.3298513195849,479.77371521987243,484.17967978242655,-6.797455299773855,0,5,0,41.21371855972532,54.563252447389445,0.0,206,0.6231646164473589
2024-05-21,456,3327,390,12,89,22,2280,20.0,496.3862000968895,512.3403434024661,340.1076527422508,504.36327174967784,426.2239980723585,-8.136044090066676,1,5,0,30.587354278694328,67.21275539351295,0.0,237,0.7411912473160014
2024-05-22,558,4172,433,10,68,18,5022,11.11111111111111,518.9588604911818,610.9952171786356,562.0918990880834,564.9770388349086,586.5435581333595,7.522973877325602,2,5,0,38.604555584167066,31.66691602409537,0.0,298,0.7007377218656478
2024-05-23,550,4802,457,14,60,6,4400,12.5,576.1259195404908,517.7153098704541,482.8567418249262,546.9206147054724,500.28602584769015,-4.5347585752309945,3,5,0,31.994064594916992,60.986141247247275,0.0,184,0.765830128056828
2024-05-24,438,3092,354,11,46,8,3504,12.5,472.9437121829463,487.49135878360187,366.4769873303293,480.2175354832741,426.9841730569656,-7.388556245236473,4,5,0,44.519816991975844,56.69401592185714,0.0,244,0.7016283437330388
2024-05-25,619,3470,509,15,101,20,3714,16.666666666666664,596.990279326445,526.207832039168,609.4684312191679,561.5990556828065,567.838131629168,3.686780410962044,5,5,0,27.279132694286343,49.440620119101595,0.0,209,0.8240482708537824
2024-05-26,574,4754,416,9,110,15,2870,20.0,559.7639837652627,585.5011095291927,535.6520238481194,572.6325466472276,560.576566688656,2.5432176144986185,6,5,0,28.27367602930603,40.95165230056426,0.0,261,0.7955484252799072
2024-05-27,559,3134,413,15,92,14,2795,20.0,531.9926551486253,568.8421071052633,604.6381341549834,550.4173811269443,586.7401206301233,5.0766386697255275,0,5,0,29.421267429074568,69.13589115202385,0.0,95,0.6956317847111688
2024-05-28,588,4869,432,12,116,33,5292,11.11111111111111,614.8065879835355,495.78836168484844,653.3731400856801,555.2974748341919,574.5807508852643,-4.360166027409799,1,5,0,26.837417754200892,68.60518968507986,0.0,256,0.7535939956123663
2024-05-29,573,4314,497,14,88,19,4011,14.285714285714285,549.7990525211369,587.9030407632865,637.9387668448212,568.8510466422117,612.9209038040539,4.219895864220527,2,5,0,42.46645831721615,55.45165415916992,0.0,177,0.7257132801294567
2024-05-30,380,2960,327,9,71,11,2660,14.285714285714285,372.5135680054579,425.61078724227224,312.5201246953889,399.06217762386507,369.0654559688306,2.0097071992911717,3,5,0,36.101698986045726,59.32285184118699,0.0,280,0.726652640321882
2024-05-31,476,3843,398,8,73,14,2856,16.666666666666664,500.8463203546746,387.5232819806215,546.18156834804,444.18480116764806,466.8524251643307,-4.960867105318789,4,5,0,29.04961120330475,68.32293920477521,0.0,170,0.6900564967663052
2024-06-01,612,5636,485,12,68,12,4896,12.5,639.1814828360151,706.5407270578503,646.1658795133872,672.8611049469328,676.3533032856187,-4.252545414083693,5,6,0,32.830513963556584,46.50487363394495,6.956181464968068,198,0.8062218992675055
2024-06-02,578,2974,423,7,80,14,4624,12.5,579.1686827648642,629.6511818095605,440.7148357267557,604.4099322872123,535.1830087681581,-0.20178624978220738,6,6,0,29.508775109273877,58.11773763914707,0.5280396046852809,73,0.8491435332409575
2024-06-03,602,3822,520,12,64,7,5418,11.11111111111111,631.6093951411665,718.0581810594318,497.194928542135,674.8337881002992,607.6265548007834,-4.687928230476797,0,6,0,41.5026133533223,50.811863076746164,3.7346259614417345,143,0.7651881838223837
2024-06-04,559,3712,439,6,68,14,3913,14.285714285714285,588.8045969800297,611.236499597461,491.73335341897877,600.0205482887454,551.4849265082199,-5.061882521450591,1,6,0,28.469601485319146,55.50213057880919,4.961663841132195,96,0.7393122804288093
2024-06-05,477,4387,370,10,75,10,4293,11.11111111111111,522.7582966142324,413.1381163731093,534.3121107930219,467.9482064936709,473.72511358306565,-8.753241586139687,2,6,0,36.71620291943804,53.45916368754828,6.976706275200751,158,0.7848145977691366
2024-06-06,404,3600,287,10,49,8,3636,11.11111111111111,402.45720486084804,393.52515251966565,510.01443851792556,397.99117869025685,451.7697955187956,0.3833438985606913,3,6,0,39.12038015328049,55.24682583826825,0.49842027782941556,88,0.7640648176294402
2024-06-07,212,1833,180,2,34,4,1696,12.5,218.65489862572673,250.7209198678772,157.17145968053674,234.68790924680195,203.94618977420697,-3.0435625579639867,4,6,0,26.141094423025088,41.287482987728005,2.6170568373590597,212,0.7123727579619037
2024-06-08,483,3080,414,14,66,12,2415,20.0,509.7302398018706,399.02874164143924,479.39813192654674,454.3794907216549,439.21343678399296,-5.243997258679512,5,6,0,25.672272003665654,32.50612813821418,9.06437453344411,234,0.8342812145287474
2024-06-09,368,3260,263,5,63,13,3312,11.11111111111111,335.0461799154514,356.04637656771655,315.04284024442086,345.546278241584,335.54460840606873,9.83560537620948,6,6,0,39.61641929961459,69.25188361988987,2.565300624442478,180,0.8852616553842392
2024-06-10,390,3364,287,6,51,14,3120,12.5,378.2614970227719,329.7989424425176,308.3917579239747,354.03021973264475,319.0953501832462,3.1032772485753246,0,6,0,29.5063385990247,40.038666453611924,8.506160578411379,296,0.7238336088486117
2024-06-11,537,3295,419,11,96,20,3222,16.666666666666664,492.077302133204,528.0429778003554,532.0691437133012,510.06013996677973,530.0560607568283,9.129195285385373,1,6,0,28.315490803265515,67.82792588001129,8.49975371480662,115,0.7649613895959662
2024-06-12,503,2760,438,9,87,13,4024,12.5,488.5109214037622,599.1860377762739,591.7260963998642,543.8484795900181,595.4560670880691,2.965968202840307,2,6,0,34.94511860629376,43.591098862475405,8.721357000224765,203,0.7377621007179974
2024-06-13,616,4679,456,16,115,31,4312,14.285714285714285,671.0257959573917,630.8289084635783,708.6696257869587,650.927352210485,669.7492671252685,-8.200250465614834,3,6,0,36.1596147756528,52.10054459130901,0.941519101256979,180,0.7103872722120933
2024-06-14,423,4038,341,8,46,10,2115,20.0,414.3184656350578,354.20462885822,408.0441137640489,384.2615472466389,381.1243713111345,2.0953771277452815,4,6,0,28.9121854608903,37.46893183092166,0.9403610443426635,269,0.6483676390830706
2024-06-15,418,2742,346,5,79,16,3344,12.5,434.37716627891194,467.0332977932761,372.0438286085357,450.705232036094,419.5385632009059,-3.770264081606036,5,6,0,42.14358513997506,66.24573019063065,2.769044873778089,89,0.7851995038936856
2024-06-16,593,4468,486,6,80,19,4151,14.285714285714285,570.8410125853297,663.8263242091886,759.4275410733858,617.3336683972591,711.6269326412871,3.8818141875112593,6,6,0,42.13747872150188,34.70575952637301,7.397303320855406,168,0.8935485649667432
2024-06-17,492,4880,410,11,57,15,3444,14.285714285714285,458.763767128996,396.0811599312294,509.6398778100506,427.42246353011274,452.86051887064,7.244737978982238,0,6,0,35.54799244245353,58.774144894766344,8.902580530178021,175,0.73155307665452
2024-06-18,545,3757,487,9,70,19,3815,14.285714285714285,573.2944827024949,651.3982935303047,676.2237955233102,612.3463881163998,663.8110445268074,-4.935418629726807,1,6,0,38.03335837412852,42.56243179970928,2.5432198117831675,263,0.7128790760677979
2024-06-19,450,2640,379,11,49,7,3600,12.5,486.48238868500835,493.14083413081744,366.6403128369384,489.8116114079129,429.8905734838779,-7.49922084201701,2,6,0,37.27554837631398,47.42021817592637,5.77249730768613,66,0.7865913251056456
2024-06-20,599,5515,475,17,97,12,3594,16.666666666666664,578.0474610487175,643.643996325989,444.3290286495686,610.8457286873532,543.9865124877788,3.624709104901093,3,6,0,28.497628743519186,64.22949035623145,2.271795570235149,249,0.7173023562074897
2024-06-21,586,3561,452,6,103,18,4688,12.5,637.3693247221622,673.0103306424594,679.5483754298124,655.1898276823108,676.279353036136,-8.059585350229208,4,6,0,40.76894686506597,56.59939613903981,2.60286857566003,274,0.7052165036834805
2024-06-22,462,4329,323,6,64,11,3696,12.5,451.0609432437293,393.41124197764714,437.8173850325424,422.2360926106882,415.61431350509474,2.425183762886741,5,6,0,41.04708658318528,49.16280252413405,0.18000088945214987,217,0.851862171030041
2024-06-23,533,3411,464,8,101,25,2665,20.0,569.1865329527818,635.7194814031658,571.8059702216788,602.4530071779739,603.7627258124223,-6.357587690112084,6,6,0,36.18369613658653,55.129524418531254,5.32675886761555,68,0.8425331237973089
2024-06-24,519,4859,374,12,79,9,2595,20.0,468.3875389655853,512.5162296304314,457.1140022006641,490.4518842980084,484.8151159155478,10.805680515367735,0,6,0,36.96714968595518,41.88951230834469,2.9991911150698467,271,0.6386320016816865
2024-06-25,434,4073,379,7,58,17,3906,11.11111111111111,463.3516095323071,396.72640273883013,415.55914732041134,430.0390061355686,406.14277502962074,-6.3346298854845315,1,6,0,30.355533509766683,61.56643386354926,5.73349345635218,198,0.6942616549148243
2024-06-26,514,2733,445,11,57,6,4626,11.11111111111111,465.95597565169476,589.7741896994514,379.7494379600666,527.8650826755731,484.76181382975903,10.310850565036745,2,6,0,44.11648967441505,31.00567833109091,6.944504561307088,217,0.6945030885639171
2024-06-27,434,3849,356,12,62,13,3038,14.285714285714285,429.24736254631966,484.1360730139704,470.3532881306683,456.69171778014504,477.24468057231934,1.1072024823839153,3,6,0,38.528527246767844,35.26773753888154,2.3418444681548567,125,0.675644903048669
2024-06-28,316,2350,262,9,50,12,1580,20.0,301.39820537623297,304.24124937777094,390.2246109622169,302.819727377002,347.2329301699939,4.844685324366723,4,6,0,25.05842065242724,31.590638599542782,6.0407167707121925,76,0.7034586964304507
2024-06-29,457,4504,350,8,54,11,4113,11.11111111111111,454.64996162741727,473.61056826434634,467.1474533059424,464.1302649458818,470.3790107851444,0.5168896009956274,5,6,0,42.082719953010084,31.979874139746663,8.333170714730125,197,0.7826214795454288
2024-06-30,430,2382,330,11,67,13,3010,14.285714285714285,390.8173484066935,391.7853965184583,511.7040012662853,391.3013724625759,451.7446988923718,10.02582197362747,6,6,0,30.69124603525795,62.7282667499299,5.315994646044309,108,0.7398690978942366
2024-07-01,607,4532,510,18,68,10,3035,20.0,593.6305036471035,662.8100829884106,746.2185661297435,628.2202933177571,704.5143245590771,2.252157911488366,0,7,0,38.41886009485016,40.326930167646765,6.746078529162162,210,0.6824732974549362
2024-07-02,502,4577,447,13,50,11,4518,11.11111111111111,535.0905907092712,409.74419449897204,613.9252354592151,472.4173926041216,511.8347149790935,-6.184109996292228,1,7,0,30.13388456620092,56.61168407912221,8.003548790234067,213,0.6144553895146353
2024-07-03,411,2915,349,4,44,7,2466,16.666666666666664,424.85667156062357,440.3733408769696,376.94946974061753,432.61500621879657,408.6614053087936,-3.261493225403272,2,7,0,36.87321582417077,30.405247361109737,6.360960464095422,167,0.7151571725548823
2024-07-04,469,2616,342,6,76,18,4221,11.11111111111111,428.3324326005717,475.37229784996055,368.297386635479,451.8523652252661,421.8348422427198,9.494393677480785,3,7,0,25.234132214618082,46.88137040510556,2.9504070765415626,114,0.7707309097882225
2024-07-05,481,4593,414,6,70,18,3848,12.5,470.16716674132505,548.6942539745476,453.2649235994977,509.4307103579363,500.97958878702264,2.3040386536890876,4,7,0,26.552292894628817,51.70137474129006,8.617424949182954,79,0.7450574168709111
2024-07-06,423,3059,363,11,78,22,2961,14.285714285714285,429.9540139618621,401.2023740456466,448.65262353389915,415.57819400375433,424.92749878977287,-1.617385519391595,5,7,0,39.11171725287649,57.536200739685476,3.7455288702012135,233,0.7720788080108222
2024-07-07,544,2841,463,15,72,14,3264,16.666666666666664,558.8949721390761,509.31546664808906,404.2067605198733,534.1052193935826,456.76111358398117,-2.6650753507529554,6,7,0,33.19257789790464,42.44869980253574,6.7712063973500936,118,0.7174142411154616
2024-07-08,397,3039,344,8,61,7,1985,20.0,368.45990562572183,394.7116443059124,284.45924667290666,381.5857749658171,339.5854454894095,7.745780188976364,0,7,0,35.109102358209,68.56069628470809,3.8420671298580023,204,0.6404298798450542
2024-07-09,323,2120,235,6,36,9,2907,11.11111111111111,352.45235635051364,298.964499885154,398.27263169342245,325.7084281178338,348.61856578928825,-8.356407843454248,1,7,0,37.05885752958923,63.0682943896595,9.840131632104644,126,0.7090980680989671
2024-07-10,354,2844,258,3,69,17,3186,11.11111111111111,329.5134690570369,361.60554632669437,362.8581021558848,345.55950769186563,362.2318242412896,7.431116856326325,2,7,0,40.2380362520974,63.34599847750342,4.404413503124241,91,0.6414114166766065
2024-07-11,554,3260,444,13,68,18,4432,12.5,537.0782959245803,571.831620380203,434.0689835273092,554.4549581523917,502.95030195375614,3.1506959420672547,3,7,0,33.880874984044056,55.04937285684255,4.888978317924514,228,0.7087946222569935
2024-07-12,584,5204,494,9,77,19,4088,14.285714285714285,549.1132541936603,559.5041768265448,422.6266203249711,554.3087155101025,491.06539857575797,6.353287876390601,4,7,0,34.510920749736535,51.720983358306526,2.277497361032096,113,0.6463198049527797
2024-07-13,666,4507,527,7,116,24,5994,11.11111111111111,705.1888602515809,606.2644801821615,816.6853961748683,655.7266702168712,711.4749381785149,-5.557214876820373,5,7,0,43.88084187650796,35.951838776204625,4.626756050653935,97,0.8697847738952146
2024-07-14,656,3587,558,13,85,16,4592,14.285714285714285,617.0628695504946,724.6958454175078,611.3423434855438,670.8793574840013,668.0190944515258,6.310075094596036,6,7,0,35.22550924401502,49.693019200047274,5.772790292331313,228,0.7794542945680919
2024-07-15,489,3529,401,10,88,17,2445,20.0,445.9163194352201,391.8196311823853,530.1341846115937,418.86797530880267,460.9769078969895,9.661830860854788,0,7,0,30.968698247237533,39.61529554797935,3.1189908000428046,116,0.6491101251888982
2024-07-16,595,4308,477,13,114,11,5355,11.11111111111111,539.1353853941123,683.5475045503878,604.7197465598088,611.34144497225,644.1336255550982,10.361889818278247,1,7,0,37.650882199316555,55.77881108484135,8.197978049847276,218,0.7624652360494124
2024-07-17,410,4012,287,12,68,18,2870,14.285714285714285,429.50530052204556,464.7997139081108,469.1571284605657,447.1525072150782,466.97842118433823,-4.541341049420739,2,7,0,27.85700574601677,60.13711689027876,7.689227821076409,177,0.6685677929610901
2024-07-18,431,3898,377,10,47,8,2586,16.666666666666664,394.59337264869237,415.0604185499911,406.9777380878873,404.8268955993417,411.0190783189392,9.226365639881276,3,7,0,26.320196882804833,43.952821358779175,1.1099809879131484,237,0.6222975375677564
2024-07-19,672,3380,483,18,113,13,4032,16.666666666666664,711.5828891795567,727.6648450892884,490.6511278222742,719.6238671344225,609.1579864557813,-5.562653315792218,4,7,0,26.45803670735807,46.11493130530548,2.9529049404794327,83,0.7140818982807283
2024-07-20,567,3631,488,16,79,22,5103,11.11111111111111,576.4413996445236,644.6179332708074,583.6631489000465,610.5296664576655,614.140541085427,-1.6378767469418143,5,7,0,29.385479238477515,31.34676712855491,2.1462807325880284,68,0.8163128408875977
2024-07-21,414,3909,331,7,65,14,3312,12.5,425.351121310299,418.3517130320064,404.8521028410333,421.85141717115266,411.60190793651986,-2.668647322553596,6,7,0,29.69306883551699,42.127762378441844,2.8997011894360902,79,0.8429391350471469
2024-07-22,533,4051,388,13,67,13,3198,16.666666666666664,493.9661034957673,560.6217009773183,390.4753847363646,527.2939022365427,475.54854285684144,7.902140699127378,0,7,0,39.972904682524,42.70347181044467,0.0013469300448532007,299,0.6480438866416771
2024-07-23,570,4541,501,12,83,13,4560,12.5,597.4630624013362,528.109594138282,433.8471967185766,562.786328269809,480.9783954284293,-4.596612599104629,1,7,0,32.20467837600856,40.81573145538102,8.427119021605549,221,0.6887542678184491
2024-07-24,593,4660,522,17,84,14,4744,12.5,613.7716112523506,501.9205800157858,430.14740437342994,557.8460956340682,466.0339921946079,-3.3842574129435214,2,7,0,36.29258101994526,67.20683861753699,8.442487024058185,232,0.6564735838085313
2024-07-25,596,5858,507,17,101,16,5364,11.11111111111111,593.0684676557288,628.0265939471511,774.6091303619095,610.54753080144,701.3178621545303,0.49429914152389803,3,7,0,27.096161299951444,49.94283198022836,3.8512011990250006,90,0.6161907472231376
2024-07-26,623,4597,449,14,110,11,3115,20.0,583.878465800706,635.9756856716217,591.5251057569689,609.9270757361638,613.7503957142953,6.700287215704119,4,7,0,39.39307633221061,44.84646459142967,8.697631766817107,103,0.7753227654031783
2024-07-27,472,3959,387,7,53,12,2832,16.666666666666664,494.38191436078574,561.6029339801103,345.18265174553596,527.992424170448,453.3927928628231,-4.527251849357107,5,7,0,38.64387761253221,48.72616565204122,5.791752553747221,70,0.8457739608976682
2024-07-28,536,3450,414,5,59,11,4288,12.5,493.10572322579833,576.3167287584414,452.9914649510133,534.7112259921198,514.6540968547274,8.698799213603921,6,7,0,43.221374055347674,63.530614381828194,7.093829670873909,191,0.7602926118917601
2024-07-29,478,3356,385,10,48,9,3824,12.5,434.18239183738444,458.43021721799727,553.230230383892,446.3063045276908,505.8302238009446,10.091981845967325,0,7,0,34.098377790151744,40.69010519174381,2.1980534882319,141,0.7198745985743973
2024-07-30,236,2331,171,2,41,10,1416,16.666666666666664,220.97808980148665,229.9119198445748,212.2252701396681,225.44500482303073,221.06859499212146,6.797918387297189,1,7,0,31.83607410984365,59.56106231151835,2.2326338550519633,106,0.6402527576268945
2024-07-31,598,5902,519,6,113,29,2990,20.0,573.0208520351074,527.9371044278358,473.2552094957692,550.4789782314716,500.59615696180254,4.359204010845001,2,7,0,42.98910425092203,58.40541727192263,9.373784381643208,275,0.7780473243591542
2024-08-01,364,2701,309,7,38,11,1820,20.0,345.0107590225473,368.4753589297633,396.96908198978707,356.7430589761553,382.72222045977514,5.503956175526606,3,8,0,37.891823494846875,52.45174171793611,7.769280103272255,66,0.622981268672382
2024-08-02,433,2469,357,11,68,8,3897,11.11111111111111,435.3611646672612,503.39211094998046,345.6762899781693,469.37663780862084,424.53420046407484,-0.5423461849349418,4,8,0,37.856378296003484,62.39440749442345,9.473952495864468,151,0.6007674291015601
2024-08-03,440,2839,349,12,75,8,2200,20.0,477.8933988264953,439.52699052573917,368.78624306757587,458.7101946761172,404.15661679665754,-7.929257637696084,5,8,0,25.891276468973583,46.62568746743623,3.019167000775018,275,0.8004016395478364
2024-08-04,500,4199,357,7,90,17,3000,16.666666666666664,468.0307935422778,491.719588702768,518.2623390087853,479.8751911225229,504.9909638557766,6.830577581394623,6,8,0,42.27923161470021,49.2533350614266,8.976746726779567,157,0.8166255646905738
2024-08-05,337,3106,302,8,62,9,1685,20.0,316.57279248016107,397.8527384367749,437.0524612399153,357.21276545846797,417.4525998383451,6.45260995419215,0,8,0,39.234456114920974,69.24574927167288,5.695397795671036,188,0.7157930640591609
2024-08-06,582,3422,432,5,59,15,5238,11.11111111111111,629.4794195959478,685.2937308085473,742.6793530583822,657.3865752022475,713.9865419334647,-7.542648435817649,1,8,0,35.42919277442944,69.09231631966014,7.573102071344389,190,0.6109023854875653
2024-08-07,491,4552,419,7,60,11,2455,20.0,457.87711484200116,503.7827553657213,571.0212879742978,480.8299351038612,537.4020216700096,7.234011939956531,2,8,0,34.97791329071884,30.4841246710443,0.09038469079292177,150,0.6628087613836865
2024-08-08,589,5314,417,15,69,14,4123,14.285714285714285,560.0001230068588,529.1122327005297,554.6369384165598,544.5561778536942,541.8745855585448,5.17854832556636,3,8,0,42.89285595155269,30.017711257488315,9.013830966419349,231,0.6998397893682664
2024-08-09,288,2012,254,8,30,7,1440,20.0,295.8015539899885,240.85114009746405,207.23638147342268,268.3263470437263,224.04376078544337,-2.637428331513284,4,8,0,26.15405856831798,47.77461396966058,2.755479392194834,66,0.6433158371254482
2024-08-10,431,3370,332,9,53,7,3879,11.11111111111111,471.89088697415207,349.54430751820763,518.8764595308344,410.7175972461798,434.21038352452103,-8.66532668947088,5,8,0,40.03544346078186,39.14777637601459,9.563200933875276,71,0.8745251770971793
2024-08-11,579,5404,438,16,91,17,4053,14.285714285714285,570.6047120677954,538.7799806038482,696.9977643932339,554.6923463358219,617.8888724985411,1.4712966357710588,6,8,0,27.876287006296273,47.204115061192,9.037575717751421,203,0.7174218578922867
2024-08-12,481,4281,382,9,57,12,2405,20.0,461.34582764280236,499.04759730777005,346.16885752351635,480.1967124752862,422.6082274156432,4.260182097585785,0,8,0,37.720849375599364,44.57416953712928,2.9524180248964216,276,0.6974768883344086
2024-08-13,592,4460,462,15,108,17,3552,16.666666666666664,624.4304966576468,557.0962970839536,707.3646465498699,590.7633968708002,632.2304718169117,-5.193611912172077,1,8,0,35.31318811712907,48.53174613091187,0.45403281468692547,165,0.7382832115026304
2024-08-14,449,2532,383,4,63,12,4041,11.11111111111111,469.03691899465343,395.22062109270774,369.1440149109895,432.12877004368056,382.1823180018486,-4.2719278980428905,2,8,0,25.201812133780493,47.49927706432839,8.82734380673422,135,0.6523502200268965
2024-08-15,491,4245,438,7,81,20,4419,11.11111111111111,516.4405698351725,512.5315306894156,607.6736195790168,514.486050262294,560.1025751342162,-4.9261369693113215,3,8,0,41.360534982773856,40.112544243568024,2.7143857763420023,234,0.7248481473995037
2024-08-16,578,5221,518,14,80,17,2890,20.0,564.2077271421961,558.2253982326962,666.028140157405,561.2165626874462,612.1267691950507,2.4445381008275167,4,8,0,25.41342737783809,40.76078587193242,5.17596301315522,258,0.765877030028475
2024-08-17,474,4626,335,7,75,11,2370,20.0,438.9184420910008,485.39338583526785,553.8401390503362,462.15591396313437,519.616762442802,7.992728157393242,5,8,0,39.16979394985594,36.88356917181038,9.724199990401033,176,0.7380673950190095
2024-08-18,553,4740,438,15,93,22,2765,20.0,528.0123177812463,620.9240839353147,451.880832060964,574.4682008582805,536.4024579981393,4.732405168832817,6,8,0,31.906839044897758,43.42441817079371,9.785254683891406,52,0.8834441183649726
2024-08-19,588,3289,501,13,84,17,2940,20.0,573.9488826806996,508.74591124631024,688.9733541177012,541.3473969635049,598.8596326820057,2.448147865306904,0,8,1,39.68887864151183,45.374201540965394,0.2519341395922936,165,1.0660675597987073
2024-08-20,525,4241,456,6,81,16,2625,20.0,528.600507948836,533.5542590979519,502.82272222646037,531.077383523394,518.1884906622062,-0.6811397065824468,1,8,0,31.176688480146815,49.29057445008769,1.1849235876840059,289,0.6598464008602121
2024-08-21,467,4203,378,8,52,14,3736,12.5,483.54603532354673,490.3554519607165,415.5972162080572,486.9507436421316,452.97633408438685,-3.4218118058760574,2,8,0,41.328215699300614,50.06061845918936,0.7089157589128536,255,0.6861716550764542
2024-08-22,611,5599,538,6,102,11,3055,20.0,552.3190294500345,584.2827079249636,497.8773876711323,568.300868687499,541.0800477980479,10.624470174130423,3,8,0,33.23310920913405,67.39977727355063,4.3054020950719,205,0.6624383767572776
